query,url,expert_target_score,label_source,labeler,notes,critical_score,important_score,supporting_score,rank_prior_score,cap_applied,cap_reasons,quality_band,top_positive_factors,top_negative_factors
натяжные потолки Москва,https://www.potolkoff.ru/,72.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=72.0; cap=100.0,0.61457,0.725989,0.9874,1.0,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,page_structure:0.175|title_query_fit:0.352
шкафы-купе цена Казань,https://mebeldan.ru/catalog/shkafy-kupe/,67.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=product; raw_score=67.1; cap=78.0,0.579024,0.760821,0.653,0.578947,78.0,critical_query_title_fit_weak,medium,text_sufficiency:1.000|media_and_internal_navigation:1.000|crawl_indexability:0.930|commercial_trust:0.873,structured_support:0.000|canonical_consistency:0.150|title_query_fit:0.345
шкафы-купе цена Казань,https://meggamebel.ru/catalog/shkafy/shkafy-kupe/,66.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=product; raw_score=66.7; cap=100.0,0.634769,0.674062,0.5945,0.526316,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|media_and_internal_navigation:1.000|technical_metadata:0.926,structured_support:0.000|page_structure:0.224|semantic_query_fit:0.393|title_query_fit:0.409
шкафы-купе цена Краснодар,https://krasnodar.lemanapro.ru/catalogue/shkafy-kupe/,27.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=product; raw_score=27.4; cap=35.0,0.142573,0.374925,0.03095,1.0,35.0,critical_http_status_not_ok|critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|important_commercial_trust_weak|important_extremely_thin_content,blocked,technical_metadata:0.640|mobile_render_performance:0.589|page_structure:0.380,semantic_query_fit:0.000|secondary_commercial_details:0.000|structured_support:0.000|media_and_internal_navigation:0.005
шкафы-купе цена Краснодар,https://4nozhki.ru/tovari/shkafi-kupe/krasnodar/,17.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=content; raw_score=17.5; cap=45.0,0.125315,0.236598,0.07295,0.947368,45.0,critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|critical_title_missing|important_commercial_trust_weak|important_extremely_thin_content,blocked,mobile_render_performance:0.567|technical_metadata:0.460|crawl_indexability:0.430,title_query_fit:0.000|heading_query_fit:0.000|offer_and_conversion:0.000|structured_support:0.000
шкафы-купе цена Краснодар,https://www.avito.ru/krasnodar/mebel_i_interer/shkafy_komodyi_stellazhi-ASgBAgICAURaqAI?q=шкаф+купе,25.3,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=content; raw_score=25.3; cap=35.0,0.129503,0.467999,0.16785,0.894737,35.0,critical_http_status_not_ok|critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|supporting_text_insufficient,blocked,mobile_render_performance:0.631|technical_metadata:0.600|offer_and_conversion:0.500,heading_query_fit:0.000|semantic_query_fit:0.000|structured_support:0.000|media_and_internal_navigation:0.017
шкафы-купе цена Краснодар,http://tkmebeli.ru/shkafy-kupe,55.3,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=content; raw_score=55.3; cap=78.0,0.500458,0.619882,0.6995,0.842105,78.0,critical_query_title_fit_weak,low,media_and_internal_navigation:1.000|crawl_indexability:0.930|offer_and_conversion:0.860|text_sufficiency:0.850,structured_support:0.000|canonical_consistency:0.150|title_query_fit:0.285|page_structure:0.294
шкафы-купе цена Краснодар,https://krasnodar.nonton.ru/mebel/shkafy/shkafy-kupe/,68.3,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=content; raw_score=68.3; cap=100.0,0.673584,0.732127,0.737,0.789474,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|title_query_fit:0.385|mobile_render_performance:0.441
шкафы-купе цена Краснодар,https://mebelpik.ru/shop/shkafy-kupe/,75.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=product; raw_score=75.8; cap=78.0,0.671684,0.780117,0.9054,0.684211,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,title_query_fit:0.261
шкафы-купе цена Краснодар,https://shkaf-krasnodar.ru/,64.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=homepage; raw_score=64.8; cap=78.0,0.605809,0.69726,0.5945,0.631579,78.0,critical_query_title_fit_weak,low,crawl_indexability:1.000|canonical_consistency:1.000|media_and_internal_navigation:1.000|technical_metadata:0.970,structured_support:0.000|heading_query_fit:0.200|title_query_fit:0.273|page_structure:0.345
шкафы-купе цена Краснодар,https://krasnodar.arkomebel.ru/shkafy-2/shkafy-kupe/,63.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=content; raw_score=63.2; cap=78.0,0.614938,0.703745,0.737,0.578947,78.0,critical_query_title_fit_weak,low,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|page_structure:0.218|title_query_fit:0.342|semantic_query_fit:0.387
шкафы-купе цена Краснодар,https://kalenich-home.ru/shkafy_kupe/,64.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=content; raw_score=64.5; cap=78.0,0.612618,0.736942,0.806283,0.526316,78.0,critical_query_title_fit_weak,low,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,page_structure:0.306|title_query_fit:0.330|semantic_query_fit:0.332|structured_support:0.346
шкафы-купе цена Самара,https://samara.lemanapro.ru/catalogue/shkafy-kupe/,27.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=product; raw_score=27.1; cap=35.0,0.136284,0.374925,0.03095,1.0,35.0,critical_http_status_not_ok|critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|important_commercial_trust_weak|important_extremely_thin_content,blocked,technical_metadata:0.640|mobile_render_performance:0.589|page_structure:0.380,secondary_commercial_details:0.000|structured_support:0.000|media_and_internal_navigation:0.005|semantic_query_fit:0.009
шкафы-купе цена Самара,https://sam-mebel.ru/,63.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=homepage; raw_score=63.4; cap=100.0,0.570832,0.673726,0.556,0.947368,100.0,,low,text_sufficiency:1.000|crawl_indexability:0.930|offer_and_conversion:0.860,structured_support:0.000|canonical_consistency:0.150|page_structure:0.388|title_query_fit:0.401
шкафы-купе цена Самара,https://mebeldom63.ru/cat/shkafyi/shkafy-kupe/,72.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=content; raw_score=72.2; cap=78.0,0.697744,0.761622,0.8494,0.894737,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,title_query_fit:0.302
шкафы-купе цена Самара,https://www.e-1.ru/city/samara/,71.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=content; raw_score=71.1; cap=100.0,0.690654,0.757777,0.8121,0.842105,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|technical_metadata:0.935|secondary_commercial_details:0.880,title_query_fit:0.387
шкафы-купе цена Самара,https://mebel-kega.ru/shkafy/shkafy-kupe,65.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=content; raw_score=65.2; cap=78.0,0.677871,0.678312,0.5613,0.789474,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|technical_metadata:0.877|media_and_internal_navigation:0.877,structured_support:0.000|title_query_fit:0.313|page_structure:0.408
шкафы-купе цена Самара,https://www.avito.ru/samara?q=шкаф+купе,24.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=content; raw_score=24.6; cap=35.0,0.126502,0.476799,0.16785,0.736842,35.0,critical_http_status_not_ok|critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|supporting_text_insufficient,blocked,technical_metadata:0.640|mobile_render_performance:0.631|offer_and_conversion:0.500,heading_query_fit:0.000|structured_support:0.000|semantic_query_fit:0.011|media_and_internal_navigation:0.017
шкафы-купе цена Самара,https://samara.bestmebelshop.ru/catalog/shkafy-kupe/,72.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=product; raw_score=72.0; cap=100.0,0.571835,0.824024,0.94425,0.684211,100.0,,medium,crawl_indexability:1.000|commercial_trust:1.000|offer_and_conversion:1.000|text_sufficiency:1.000,canonical_consistency:0.150|title_query_fit:0.364
шкафы-купе цена Самара,https://mariya-mebell.ru/product-category/shkafy-kupe/,68.3,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=product; raw_score=68.3; cap=100.0,0.663021,0.648467,0.6215,0.631579,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|media_and_internal_navigation:0.867|technical_metadata:0.863,page_structure:0.294|secondary_commercial_details:0.300|title_query_fit:0.363
шкафы-купе цена Самара,https://felicitamebel.ru/shkafy-kupe-v-samare-na-zakaz/,64.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=content; raw_score=64.8; cap=78.0,0.633032,0.721871,0.74,0.578947,78.0,critical_query_title_fit_weak,low,crawl_indexability:1.000|canonical_consistency:1.000|media_and_internal_navigation:0.990|technical_metadata:0.960,title_query_fit:0.308|page_structure:0.383|heading_query_fit:0.386
шкафы-купе цена Самара,https://bigmebel-samara.ru/shkafy-kupe/,73.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=content; raw_score=73.5; cap=100.0,0.748879,0.744468,0.9306,0.526316,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,title_query_fit:0.394|page_structure:0.433
шкафы-купе цена Нижний Новгород,https://shkaf-nnov.ru/,66.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=66.5; cap=100.0,0.60024,0.680076,0.6588,1.0,100.0,,medium,crawl_indexability:1.000|media_and_internal_navigation:0.972|offer_and_conversion:0.860|text_sufficiency:0.850,structured_support:0.000|canonical_consistency:0.150|page_structure:0.315
шкафы-купе цена Нижний Новгород,https://www.avito.ru/nizhniy_novgorod?q=шкафы+купе,26.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=content; raw_score=26.1; cap=35.0,0.133346,0.477127,0.16785,0.947368,35.0,critical_http_status_not_ok|critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|supporting_text_insufficient,blocked,technical_metadata:0.640|mobile_render_performance:0.631|offer_and_conversion:0.500,heading_query_fit:0.000|structured_support:0.000|media_and_internal_navigation:0.017|semantic_query_fit:0.030
шкафы-купе цена Нижний Новгород,https://4nozhki.ru/tovari/shkafi-kupe/nigniy-novgorod/,16.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=content; raw_score=16.7; cap=45.0,0.117015,0.236781,0.07295,0.894737,45.0,critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|critical_title_missing|important_commercial_trust_weak|important_extremely_thin_content,blocked,mobile_render_performance:0.568|technical_metadata:0.460|crawl_indexability:0.430,title_query_fit:0.000|heading_query_fit:0.000|offer_and_conversion:0.000|structured_support:0.000
шкафы-купе цена Нижний Новгород,https://www.nn.bestmebelshop.ru/catalog/shkafy-kupe/,70.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=product; raw_score=70.6; cap=78.0,0.54372,0.802629,0.94425,0.842105,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|commercial_trust:1.000|offer_and_conversion:1.000|text_sufficiency:1.000,canonical_consistency:0.150|title_query_fit:0.322|page_structure:0.379|heading_query_fit:0.449
шкафы-купе цена Нижний Новгород,https://nn.stolplit.ru/internet-magazin/katalog-mebeli/80-shkafy-kupe/,66.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=content; raw_score=66.4; cap=78.0,0.678483,0.679579,0.674,0.789474,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|title_query_fit:0.313|page_structure:0.381|mobile_render_performance:0.435
шкафы-купе цена Нижний Новгород,https://nizhnij-novgorod.good-mebel.com/category/shkafy-kupe/,73.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=category; raw_score=73.2; cap=78.0,0.658639,0.744208,0.8,0.736842,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,structured_support:0.000|title_query_fit:0.270|heading_query_fit:0.328|page_structure:0.365
шкафы-купе цена Нижний Новгород,https://nizhniynovgorod.mebel-1000.ru/catalogue/korpusnaya-mebel/shkafy-kupe/,66.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=product; raw_score=66.2; cap=78.0,0.548805,0.760843,0.674,0.684211,78.0,critical_query_title_fit_weak|important_canonical_points_elsewhere,medium,crawl_indexability:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|commercial_trust:0.904,structured_support:0.000|title_query_fit:0.248|canonical_consistency:0.250
шкафы-купе цена Нижний Новгород,https://nizhny-novgorod.mebelion.ru/mebel/shkafy-kupe/,60.9,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=content; raw_score=60.9; cap=78.0,0.591255,0.659536,0.739483,0.631579,78.0,critical_query_title_fit_weak,low,canonical_consistency:1.000|offer_and_conversion:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.187|title_query_fit:0.329|mobile_render_performance:0.337|semantic_query_fit:0.429
шкафы-купе цена Нижний Новгород,https://nn.kupit-shkaf.ru/,72.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=homepage; raw_score=72.4; cap=78.0,0.651603,0.78371,0.862367,0.578947,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,title_query_fit:0.292|structured_support:0.312|heading_query_fit:0.367|page_structure:0.371
шкафы-купе цена Нижний Новгород,https://nizhnij-novgorod.jsprav.ru/proizvodstvo-i-prodazha-shkafov-kupe/,57.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=content; raw_score=57.0; cap=78.0,0.50593,0.721473,0.6853,0.526316,78.0,critical_query_title_fit_weak,low,crawl_indexability:1.000|technical_metadata:0.947|text_sufficiency:0.850|media_and_internal_navigation:0.808,canonical_consistency:0.150|title_query_fit:0.269|heading_query_fit:0.443
